job_title,company_name,work_genre,area,income,description,url
"看護師（夜勤専従）/茨木市/1回35,000円/サービス付き高齢者向け住宅常駐の訪問看護師",opsol株式会社,看護師,"('大阪府茨木市',)","('日給 3万5,000円 ～ 3万5,000円',)","＼ ここがポイント!／



・築浅のきれいな施設内を訪問しますので外回りはありません



・平均年齢は40歳、管理者も30代で20～40代のスタッフが中心となり活躍しています！女性看護師だけでなく男性看護師も活躍中



・車通勤も可能です



・ほとんどのスタッフが訪問看護未経験からのスタートです



・産休・育休実績あり



【仕事内容】



ご利用者様がその人らしい充実した日々を

過ごせるようサポートしていただきます。



具体的には・・

・胃ろう、点滴の処置、喀痰吸引

・血糖コントロール等の処置

・健康相談に応じ日々の健康管理のお手伝い

・ナースコール対応

・衛生面の介助や見守りなど



平均年齢は40歳、20～40代の若手スタッフが中心となり活躍しています！



未経験者やブランクがある方もご安心ください。社内には看護師はもちろんケアマネージャーや介護スタッフ、PT・OT・STなどのスタッフが在籍しており、スタッフ一同、協力し合いながら全員でケアをしています。



職場の特徴としては、困ったら助け合う、という仲間意識が強いところです。常に何でも聞ける環境ですし、他には中々ない風通しの良い職場です。



また私たちの仕事は利用者さまの生活を預かるお仕事です。よって、法令遵守を大切にしております。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/5671846,専門サービス系（医療、福祉、教育、その他）
大手指導塾の塾講師★月給27.6万円～◎小中学部　せんげん台校,株式会社臨海,塾講師,"('埼玉県越谷市',)","('月給 27万6,000円 ～ 31万6,000円',)","※キャリア形成を図るため29歳までの募集です。
 
小学生から高校生までを支援する集団指導の『臨海セミナー』か、個別指導の『臨海セレクト』にて、生徒の指導・教室運営をお任せ。いずれも未経験から学べる教育制度があります。
 
「生徒の年齢層」「勉強の楽しさを知るコース～難関校コース」といった担当も、あなたの希望を踏まえ、合うコースから。ころころ異動させたりもしないので、しっかりと習熟できます。
 
【メインとなる業務】
■生徒／出迎え・見送り、授業（1日40～60分×3～5コマ｜ケースにより変動あり）、面談
■保護者／入塾案内、懇談会、進路相談
 
※1クラスの生徒数は、臨海セミナーで15名程度、臨海セレクトは2名。1人当たり3～5クラスを担当します。ゆくゆくは売上管理や人材育成等の教室運営も担います。
 
【ある1日の流れ】
▼13：00
出勤し、保護者面談やお問い合わせ対応・入塾案内など。
 
▼16：00 
生徒を出迎え、16：30から始まる授業の事前準備。
 
▼16：30～21：30
文系（英語・国語・社会）と理系（数学・理科）に分かれて、授業を実施。
 
【未経験でも安心の研修】
研修は研修専門部署が主導。教材の使い方、生徒への伝え方、授業へ興味を持たせるコツなど、細かい点まで学べます。指導・フォローツールはスタッフの要望を踏まえて随時改善中！
 
【アイデアを活かせる社風】
講師が自分オリジナルの授業（家康マニア講座・理科の実験など）をしたり、現場の声から某オープンワールド系ゲームを利用したプログラミング講座が生まれたり、自由な社風も魅力です。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/7288587,専門サービス系（医療、福祉、教育、その他）
未経験OK！完全週休2日！！フェイシャルエステティシャン,株式会社TRYANGLE＆CO.,エステティシャン,"('大阪府大阪市北区',)","('月給 19万円 ～ 30万円',)","サロンでカウンセリングをおこない、

お客様に一人一人に合わせたフェイシャルエステティックをお願いします。



★女性が働く理想のサロンづくりをしています! 

ノルマや残業もなく、チラシ配りなどもありません。 

当サロンのエステティシャンは、楽しい会話やトリートメントで

お客様に喜んでもらうことが仕事です。 

シンプルにスタッフにとっての理想のサロンづくりを追求しています。



スタッフの方が気持ち良く働いていただくためにビラ配り等はありません。

お客様と向き合い、施術を通して喜んでもらう事に集中していただけます。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/273362,専門サービス系（医療、福祉、教育、その他）
【長崎市】周辺の大手美容クリニック,メディカルキャリアナビ,看護師,"('長崎県長崎市',)","('月給 40万円 ～',)","〇スキンメニューの施術

└医療HIFU、医療脱毛、ピコレーザー、ハイドラフェイシャルなど

〇オペ介助

└注射・点滴・採血など

〇施術の準備と片づけ

└機械・器具・薬品の管理、消毒・滅菌など

〇オペの打ち合わせ、後輩への指示出し・指導",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/7786099,専門サービス系（医療、福祉、教育、その他）
【激短1日のみ】単発1日薬剤師★初回時給4000円【五反田駅徒歩5分】副業感覚で♪内、小、皮、耳鼻,株式会社ファル・メイト,薬剤師,"('東京都品川区',)","('時給 3,000円 ～ 4,000円',)","投薬業務が中心となります！

監査、ピッキングは行いません。



時給：4000円＋交通費



主な処方科目：内科、小児科、皮膚科、耳鼻科

処方枚数：1日125枚程度



【当日の持ち物・服装について】

服装は、靴はパタパタするスリッパ等は避けていただき、黒いスニーカーやナースサンダルなどが無難です。



【持ち物】

・フルネーム印(シャチハタ可)

・調剤済印(なくても可)

・筆記用具

・履物

・弊社タイムカード

※白衣は貸与いただけます。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/5834191,専門サービス系（医療、福祉、教育、その他）
【正社員】ITTO西新町校・全国1200校舎以上展開する大手個別指導塾★完全週休2日制★未経験歓迎★,自分未来きょういく株式会社,個別指導塾の教室運営スタッフ,"('兵庫県明石市',)","('月給 30万円 ～',)","【スクールマネージャー】

入塾希望者へのご案内、生徒の成績向上や目標達成のための学習アドバイス、販促活動、管理事務全般など幅広いお仕事をお任せします。



＜具体的には…＞

◆受付対応、入塾のご案内

◆生徒の進路相談

◆保護者面談

◆担当講師の選定

◆授業のスケジューリング

◆個別指導による授業の実施

◆販促活動

◆地域イベントの企画・実施

◆入出金管理

◆書類作成　など



この他にも現在9つのプロジェクトチームがあり、全国1200校舎への企画立案なども行います。



【ある1日の流れ】

▼受付対応・電話応対

▼入塾希望の方に指導内容やカリキュラムのご説明

▼生徒との面談

▼担当講師を選定し、授業日時などをスケジューリング

▼授業がはじまってからは生徒への個別指導を実施

▼入出金管理や書類整理などの事務処理対応





【将来のキャリアパス】

スクールマネージャーは、教育・経営・接客・マーケティング・広報など、幅広い経験を通して確実にスキルアップできる職種です。

経験を積んだ後には、全国1200校舎の運営に関わるプロジェクトへの参画やエリアマネージャーとして地域を統括するポジションなど、多彩な活躍の場があります。

もちろん、地域限定の働き方も可能。希望にあったキャリアを選択できます。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/7018806,専門サービス系（医療、福祉、教育、その他）
ネイティブ講師アシスタント　企画・運営（正社員）,(有)Ｎ教育,教員,"('愛知県豊橋市',)","('月給 20万2,000円 ～ 23万2,000円',)","個別学習塾・英語スクール・インターナショナルスクール・プログラミングスクールなどでのアシスタント業務

豊橋市内小学校でネイティブ講師と「英語で過ごす学童プログラム」の企画・運営





具体的には

電話・面接対応や保護者対応

個別指導学習塾でのアシスタント

英語スクール運営業務・教材開発など

学童プログラム管理・運営

コンテンツインストラクター業務　速読・ロボット・プログラミングなど



※適性や経験などを考慮の上、担当を決めていきます。得意！を活かしていただけます。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/1357278,専門サービス系（医療、福祉、教育、その他）
【中途入社者の80％以上が20代！】臨海セミナーの塾講師◎上尾校,株式会社臨海,塾講師,"('埼玉県上尾市',)","('月給 27万6,000円 ～ 31万6,000円',)","※29歳以下の限定採用です。（キャリア形成を図る為、年齢制限を設けております。）

※1人で複数校にご応募するのはご遠慮ください。

※過去ご応募頂いた方の合否の判断に変更はありません。

  

＜メイン業務＞

■生徒／出迎え・見送り、授業（1日40～60分×3～5コマ｜ケースにより変動あり）、面談

■保護者／入塾案内、懇談会、進路相談

 

※1クラスの生徒数は、臨海セミナーで15名程度、臨海セレクトは2名。1人当たり3～5クラスを担当します。ゆくゆくは売上管理や人材育成等の教室運営も担います。

 

＜1日の流れ＞

▼13：00

出勤し、保護者面談やお問い合わせ対応・入塾案内など。

 

▼16：00 

生徒を出迎え、16：30から始まる授業の事前準備。

 

▼16：30～21：30

文系（英語・国語・社会）と理系（数学・理科）に分かれて、授業を実施。

 

＜未経験でも安心の研修＞

研修は研修専門部署が主導。教材の使い方、生徒への伝え方、授業へ興味を持たせるコツなど、細かい点まで学べます。指導・フォローツールはスタッフの要望を踏まえて随時改善中！

 

＜新卒入社の先輩の声＞

「先輩からの指導や日々の研修があるから、未経験でも問題ありません。大学時代は経済学部で教育とは無縁でしたが、授業の進め方やコツ、対応方法などをイチから学べました」／入社1年目の先輩より",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/8218128,専門サービス系（医療、福祉、教育、その他）
"夜勤専従の仕事【1夜勤30,000円♪】グループホーム内での介護業務☆　最短翌週振り込み",株式会社ワークサービス,介護士スタッフ,"('東京都北区',)","('日給 3万円 ～',)","【仕事内容】

施設内において利用者様の介護業務全般をお任せします!



20代・30代・40代・50代の男女活躍中



食事、入浴、排泄、移乗などの介助

レクリエーションの支援

介護記録作成 など



まずはご利用者様のお顔とお名前を覚えることからスタート。一緒にご飯を食べたり、イベントを楽しんだりしながら、少しずつ仲良くなってください 資格がなくても大丈夫!大切なのはスキルよりも「笑顔で接すること」です。",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/8638626,専門サービス系（医療、福祉、教育、その他）
【こぱんはうすさくら宮前教室】児童指導員～新卒歓迎【興味ある方は一度面談&現場訪問にお越しください】,エピカ株式会社,児童指導員,"('神奈川県川崎市宮前区',)","('月給 20万1,000円 ～',)","主にこぱんはうすさくらの弊社教室（5教室）にて児童支援事業を行っていただきます。



具体的な業務内容としては、 下記のような事業をやっていただきます。



1、児童発達支援と放課後等デイサービスにおける業務全般  

2、発達障害のあるお子様の療育 

3、お子様に合わせた個別支援計画書作成 

4、利用計画 ・モニタリング ・知能改善訓練の為の活動プログラムの作成 

5、送迎業務  



児童発達支援と放課後等デイサービスの募集！ 

プライベートも充実させながら仕事もさせることができますので、気軽にまずはご面談ください！



お子様の持つ様々な可能性に光を当てて成長を支援しています。

児童発達支援では0~6歳（未就学児）が対象、放課後等デイサービスでは小学校1年生から高校3年生までが対象です。



エピカの事業は、自分らしさや人を信頼する心を育む生活環境であるご家庭をサポートしながら、生活環境そのものの役割を担っています。

これから入ってくださる皆さまとも一緒に、このような事業を通して子供たちの支援をしていきます。



エピカが大切にしていること

(1)	尊重＝個人にあった支援

(2)	信頼＝ご家族さまとの連携

(3)	安全＝人員や施設環境の工夫

(4)	楽しさ＝意欲を刺激し引き出す



一緒に働く仲間を探したいと考えています！

まずは面談だけでもいいので、ぜひお越しください！！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/2885714,専門サービス系（医療、福祉、教育、その他）
【こぱんはうすさくら麻生教室】児童指導員～新卒歓迎！【まずは一度面談&現場訪問にお越しください】,エピカ株式会社,児童指導員,"('神奈川県川崎市麻生区',)","('月給 20万1,000円 ～',)","主にこぱんはうすさくらの弊社教室（5教室）にて児童支援事業を行っていただきます。



具体的な業務内容としては、 下記のような事業をやっていただきます。



1、児童発達支援と放課後等デイサービスにおける業務全般  

2、発達障害のあるお子様の療育 

3、お子様に合わせた個別支援計画書作成 

4、利用計画 ・モニタリング ・知能改善訓練の為の活動プログラムの作成 

5、送迎業務  



児童発達支援と放課後等デイサービスの募集！ 

プライベートも充実させながら仕事もさせることができますので、気軽にまずはご面談ください！



お子様の持つ様々な可能性に光を当てて成長を支援しています。

児童発達支援では0~6歳（未就学児）が対象、放課後等デイサービスでは小学校1年生から高校3年生までが対象です。



エピカの事業は、自分らしさや人を信頼する心を育む生活環境であるご家庭をサポートしながら、生活環境そのものの役割を担っています。

これから入ってくださる皆さまとも一緒に、このような事業を通して子供たちの支援をしていきます。



エピカが大切にしていること

(1)	尊重＝個人にあった支援

(2)	信頼＝ご家族さまとの連携

(3)	安全＝人員や施設環境の工夫

(4)	楽しさ＝意欲を刺激し引き出す



一緒に働く仲間を探したいと考えています！

まずは面談だけでもいいので、ぜひお越しください！！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/2890571,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県えびの市）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県えびの市',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803371,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県串間市）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県串間市',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803294,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県児湯郡新富町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県児湯郡新富町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803559,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県児湯郡木城町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県児湯郡木城町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803616,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県児湯郡西米良村）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県児湯郡西米良村',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803587,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県児湯郡高鍋町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県児湯郡高鍋町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803535,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県北諸県郡三股町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県北諸県郡三股町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803400,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県日向市）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県日向市',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803276,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県東諸県郡国富町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県東諸県郡国富町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803478,専門サービス系（医療、福祉、教育、その他）
家庭教師のアルバイト（宮崎県東諸県郡綾町）,マインズ株式会社　（家庭教師のランナー本部）,家庭教師,"('宮崎県東諸県郡綾町',)","('時給 1,800円 ～ 2,800円',)","【小・中・高校生対象の家庭教師のお仕事】

生徒さんのご自宅に訪問して、１対１での学習指導をお願いします。

指導していただく教科は、アナタの得意な１科目からでもOK！



■学年・科目、勤務地・曜日など、あなたの希望を考慮します◎

■お仕事前に丁寧な研修があるのでご安心ください！

　※もちろん、お仕事が始まってからもきちんとフォロー致します。



家庭教師は勉強を教えるだけではありません。

時には、学校でのお悩み相談や恋愛の話で盛り上がることも…

生徒さんにとって良い先生、良い相談相手になってくださいね！",https://en-gage.net/user/search/?area=0&job=250000&distanceIndex=&p_t=258484&f_t=0&page=4#/desc/4803506,専門サービス系（医療、福祉、教育、その他）
交通費支給あり！未経験OK！不動産関連営業（法人）,有限会社ゼッツ,不動産関連営業,"('埼玉県さいたま市大宮区宮町',)","('月給 30万円 ～',)","アパート・マンション賃貸物件の退去時の立ち会い・原状回復査定



【具体的には】

-賃貸物件の破損箇所確認

-設備の不具合の確認

-次の入居者を迎える状態に戻す為のリフォーム見積作成



＊現場は1日2～3件程度



自宅から直行し1日2～3件程度現場を回り、

帰社後、管理会社様へ見積作成、報告書作成を行います。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/4142942,専門職系（コンサルタント、金融、不動産）
内定まで2週間！交通費支給あり！未経験OK！不動産管理,有限会社ゼッツ,不動産管理,"('埼玉県さいたま市大宮区宮町',)","('月給 30万円 ～',)","アパート・マンション賃貸物件の退去時の立ち会い・原状回復査定



【具体的には】

-賃貸物件の破損箇所確認

-設備の不具合の確認

-次の入居者を迎える状態に戻す為のリフォーム見積作成



＊現場は1日2～3件程度



自宅から直行し1日2～3件程度現場を回り、

帰社後、管理会社様へ見積作成、報告書作成を行います。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/4143541,専門職系（コンサルタント、金融、不動産）
完全反響営業 / 不動産アドバイザー,株式会社CORE,不動産関連営業,"('東京都江戸川区',)","('月給 27万円 ～ 35万円',)","ネットやチラシなどを見てご来店されたお客様のニーズに合わせて、不動産売買の仲介、注文住宅、リフォームなど、多種多様な提案を行うのが当社の営業のミッション。

お客様が住まいに求める様々な思いを、不動産のプロとして、正確にヒアリングし、最適なご提案をしてください。

もちろん初めから完璧にこなせる必要はありません。

大切なのは相手の立場に立って考えられるかどうか。まずは物件の下見や、広告用の写真撮影を担当しながら、業界知識や、当社のことを少しずつ勉強し、将来は当社を牽引する存在を目指してください。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/7600780,専門職系（コンサルタント、金融、不動産）
不動産コンサルタント（急成長中のベンチャーです、経験者歓迎！）,株式会社アドキャスト,不動産関連営業,"('東京都渋谷区',)","('月給 25万円 ～ 40万円',)","住宅購入を希望されるお客様に対し、最適な物件をご紹介します。お客様の生涯のライフプランに合った住宅ローン、保険の見直しなどをトータルに提案します。お客様からの問合せに対応する『反響型』スタイルです。



《お問合せから契約までの一般的な流れ》

お客様からの問合せに対応し、ご来店いただきます。

どんな住まいをご希望なのか、将来設計を含めて詳細にヒアリング

資金計画・ライフプランを作成し、お客様とビジョンを共有します。

流れとしましては、

(1)最適な物件をご提案

(2)現地見学にご案内

(3)物件を調査。ご希望により詳細な『物件調査報告書』を作成

(4)ご契約

(5)住宅ローンのご案内

(6)物件のお引き渡し

(7)アフターフォロー（税務、保険の見直し、資産運用等のご相談）



※お引き渡し後も、長いお付き合いのできる信頼関係を築きます。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/5058478,専門職系（コンサルタント、金融、不動産）
【自社所有物件のみ】賃貸管理の経験者優遇いたします！,株式会社スマートハウジング,不動産賃貸管理メンバー,"('千葉県千葉市中央区',)","('月給 25万円 ～ 40万円',)","【仕事内容】

・賃貸管理物件の各種契約

・入退去更新管理事務

・家賃管理

・賃貸管理物件のお問合せ対応

・管理物件のポータルサイト掲載業務

・販売資料作成



🔸メンバーについて

従業員は現在全員で17名ほど

スタッフは20代～30代のスタッフが多く、気軽にコミュニケーションが取りやすい環境です。



🔸社員インタビューはこちらから

https://note.com/smart_housing



🔸働き方について

当社のスタッフのほとんどが定時退社。

「もっと長時間労働だと思っていた！」という先輩営業さんも！

残業になるのはお客様からお約束をいただいたときなど特段の事情があるときだけ。

ワークライフバランスを保った働き方が可能です。



🔸採用担当より

賃貸管理の経験者は給与面や働き方など優遇させていただきます。

是非一度カジュアルにお話ししてみませんか？

対面だけではなく、オンラインによるカジュアル面談も可能となっております。

是非お気軽にご連絡ください！",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/7273001,専門職系（コンサルタント、金融、不動産）
リモートワーク可！県外の方も勤務可！税務専門スタッフ,株式会社影山タックスパートナーズ,税務専門スタッフ,"('宮城県仙台市青葉区昭和町',)","('時給 1,300円 ～ 2,500円',)","法人決算申告業務・月次決算業務・個人確定申告業務をお任せします。

会計事務所での実務経験ある方を募集いたします。

勤務時間も、勤務場所も、業務量も、自由に決めていただいて大丈夫です。

業務は全てクラウドシステムで行いますので、リモートワークで問題なく業務を行っていただけます。

県外の方でも勤務可能です。

税理士資格取得を目指している方も歓迎します。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/6344146,専門職系（コンサルタント、金融、不動産）
税務申告書チェック業務・内勤業務です！,株式会社影山タックスパートナーズ,税務申告書チェック業務,"('宮城県仙台市青葉区昭和町',)","('時給 1,600円 ～ 2,500円',)","担当者が作成した法人税申告書について、その検証・チェックを行う業務です。

税務署法人課税部門に勤務経験のある方、10年以上会計事務所で実務経験のある方、税理士資格をお持ちの方を募集いたします。

週４日以上勤務可能な方であれば、勤務時間は自由に決めていただいて大丈夫です。

シニアの方は歓迎です。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/8292671,専門職系（コンサルタント、金融、不動産）
地域貢献！鹿児島県の働き方改革事業運営責任者候補,株式会社タスクールＰｌｕｓ,介護分野の働き方改善支援事業,"('鹿児島県鹿児島市',)","('月給 22万円 ～ 60万円',)","令和6年度事業（令和6年4月～）を見据えての募集になります。「地域貢献、事業運営や、独立開業を目指している方。公共事業の事業運営にチャレンジしてみませんか！

　公共事業の運営とは：「働き方改革推進支援センター」等の事業運営にチャレンジしていただきます。運営には、仕様書が用意されており、経験が少なくても、学ぶ姿勢と、専門家や相談者とコミュニケーション積極的にとることができれば大丈夫。中小企業診断士や、社労士、知的財産管理技能検定等の勉強をしている方も、ご相談ください！

　また、独立開業を目指す専門家としてのキャリア、社員として複数の事業運営を目指すキャリアなど、あなたが目指すべきキャリアについて相談してください。（国家資格キャリアコンサルタントが面談します。）

■職務概要

公共事業推進（進捗管理 、営業活動、労働局等への実績報告、 セミナー開催・講師派遣 、専門家管理、事業所経費・運営管理等 ）

起業家・創業支援（経営コンサルティング、補助金獲得支援等）



■職務の魅力

地方自治体等と一緒に地方創生の企画を創るところからコンサルティング、事業遂行まで行います。主に地方自治体、商工会等の地域支援団体が顧客となり、地域住民や地域企業への価値提供を行う仕事です。例えば、地方自治体等と一緒に働き方改革推進支援やテレワーク施設を企画、施設のデザインから改装、施設でのイベントの企画から実行までも一緒に行います。",https://en-gage.net/user/search/?area=0&job=300000&distanceIndex=&p_t=258484&f_t=0&page=1#/desc/8379325,専門職系（コンサルタント、金融、不動産）
