job_title,company_name,work_genre,area,income,description,url
【資格・経験不問！】完全週休二日制｜安定企業で勤務｜クリニックの受付・事務,株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222656,企画・事務・管理系
"【資格・経験不問！】完全週休二日制｜時給1,100円以上！クリニックの受付・事務",株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222119,企画・事務・管理系
【資格・経験不問！】完全週休二日制｜月8日～12日休める！クリニックの受付・事務,株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222224,企画・事務・管理系
【資格・経験不問！】完全週休二日制｜未経験でも安心！クリニックの受付・事務,株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222187,企画・事務・管理系
【資格・経験不問！】完全週休二日制｜未経験スタート支援が充実！クリニックの受付・事務,株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222167,企画・事務・管理系
【資格・経験不問！】完全週休二日制｜経験ゼロからスタート！クリニックの受付・事務,株式会社ENT 福岡支社,受付事務,"('愛媛県松山市',)","('時給 1,100円 ～ 1,500円',)","＼人気クリニックでの受付事務のお仕事です／



主な業務内容

〇受付

〇会計

〇医療事務業務　

〇清掃

〇電話応対　　…など



◎資格がなくても大歓迎♪

必要とされるお仕事で将来性もあるお仕事になります！



知識や資格がなくても大丈夫です！

ブランクがある方も一から丁寧に教えるので安心して下さい！

待遇充実！長期で安心して働ける職場です！

研修体制ばっちり！

研修後もしっかりサポートいたします☆



困ったことがあれば遠慮なく相談して下さい！

出来るだけ働きやすい環境作りをしていきたいと思います！



是非お待ちしております(^▽^)/



:アピールポイント:

性別を問わず働きやすい！

女性専用のトイレや更衣室、綺麗な休憩場所など

みんなが働きやすい設備を整えています！



※コロナ対策実施中！

◎マスク常時着用

◎手指消毒励行

◎消毒清掃

◎共有物の消毒



病院内は喚起もこまめにしております！



【週払い】完備！

急な出費でも安心！



※研修制度あり

(研修中も時給変動なし)

※転勤なし

※一般事務

※医療事務

※病院事務

※事務パート

※事務アルバイト

※制服支給

※完全週休二日制

※有給制度あり

※正社員登用あり

※受付業務

※夜勤はございません！

※正社員登用あり

※主婦・主夫・フリーターさん歓迎！

※ブランクある方OK

※即日勤務OK",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5222389,企画・事務・管理系
Proprietary Information Protection Principal Eng.,Japan Advanced Semiconductor Manufacturing株式会社,PIPPrincipalEngineer,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)

・Following corporate data protection policy, oversee readiness and effectiveness of data protection measures.

・Set up oversea site data protection platform and organizational infrastructure (working team) to ensure data protection execution.

・Design and Implement data protection solutions and campaigns.

・Data protection daily operations (data protection issues handling, external audit, training, promotion, compliance checks, etc.)

・Data protection local first-line investigation and consequence management execution (collaborating with HR, Legal and IT, and in line with corporate data protection)



(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8478107,企画・事務・管理系
Employee Communication and Relations Specialist,Japan Advanced Semiconductor Manufacturing株式会社,EmployeeCommunicationAndRelationsSpecialist,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)

Develop and implement communication strategies to enhance employee engagement and improve organizational culture

Manage internal communication channels, including newsletters, intranet, email, and social media

Ensure effective communication between management and employees, and resolve employee complaints, conflicts, or grievances, as well as establish investigation procedure and mechanism

Plan and organize employee events, such as town halls, team-building activities, and recognition programs

Conduct surveys and focus groups to gather feedback from employees and identify areas for improvement



(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7451099,企画・事務・管理系
Employee Services Specialist (4946),Japan Advanced Semiconductor Manufacturing株式会社,EmployeeServicesSpecialist,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities

（Immediately after hiring)

Responsible for transportation, canteen, company dormitory, general affairs management related vendor management.

Responsible for plan and execute employees service project, include employee service system enhancement and development.

(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7453048,企画・事務・管理系
Wellness Management Specialist (5386),Japan Advanced Semiconductor Manufacturing株式会社,WellnessManagementSpecialist,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)



・Conducts health check-ups and evaluates the results to maintain the health of employees.

・Provides advice and guidance to employees based on their health check-up results.

・Manages the reporting of periodic health check-up results to relevant authorities.

・Determines the work limitations and employment status of employees based on their health check-up results.

・Develops and implements health programs and initiatives for employees.

・Provides health education, health counseling, and other measures to promote employee health.

・Oversees the maintenance and management of the workplace environment.

(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8477890,企画・事務・管理系
【未経験歓迎】IT系のサポート事務/土日祝休み/サポート充実/マニュアルあり,株式会社トレド,一般事務,"('福岡県北九州市小倉南区',)","('月給 25万円 ～ 40万円',)","今回ですがIT系の事務職を募集いたします。



■業務内容

・サイト更新

・データ入力

・データ集計

・PCの初期設定（新メンバー向け）

・各種アカウントの作成



などを行っていただきます。マニュアルがありますので未経験の方でも安心して業務にお取り組みいただけます。



■選考フロー

書類選考→オンラインでの面接→内定



ご応募から内定までは1～2週間を想定しております。

まずは気軽にお話出来ればと思いますのでぜひご応募ください！",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7548394,企画・事務・管理系
【急募！内定まで最短2週間！】一般事務をお任せします,株式会社ウィットビズ,一般事務,"('神奈川県横浜市港北区',)","('月給 19万円 ～ 24万円',)","◆お仕事内容◆

当社の一般事務職として、未経験でも覚えやすい業務からお任せします。

教育制度も整っており、分からないことや不安なことも

1から丁寧にお伝えしていきますので、事務職としてスキルを早く身に付けることができます。



【データ入力 】

タイピングの速度は問いませんが、正確なデータ入力ができること。



【書類整理】

文書やファイルを適切に整理し、迅速にアクセスできる環境を維持すること。



【電話対応】

礼儀正しく、丁寧な説明で電話応対ができること。



【来客対応】

来客者を温かく迎え、ニーズを適切に把握し、笑顔で案内すること。



【メールの送受信】

迅速かつ適切な形式でメールを送受信し、情報を共有すること。



【その他一般的な事務業務】

上記業務に加え、会議資料の準備、スケジュール管理、その他オフィスの日常業務をサポートすること。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7719622,企画・事務・管理系
【未経験歓迎】簡単な一般事務/データ入力などがメイン/土日休み/福利厚生充実,合同会社ACM,一般事務,"('新潟県新潟市西区',)","('月給 25万円 ～ 30万円',)","データ入力や書類整理などの事務のお仕事の募集です。

皆様お気軽にご応募くださいませ。



◯データ整理

事業に関するデータをExcelなどに入力いただきます。



◯伝票整理

お客様に送る書類や商品の伝票を整理していただきます



◯契約書、請求書作成

マニュアルや雛形に沿って作成いただきます



◯電話応対

お客様からの電話にご対応いただきます



■選考フロー

書類選考

↓

オンライン面接

↓

内定



ご応募から10日程度で内定となります",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6877035,企画・事務・管理系
事務スタッフ募集（データ入力など）◯未経験歓迎◯土日祝休み◯マニュアルしっかり充実してます,株式会社Ｂ＆ＨＭａｎａｇｅｍｅｎｔ,一般事務,"('新潟県新発田市',)","('月給 25万円 ～ 35万円',)","今回ですが事務スタッフのメンバーを募集いたします。



■業務内容

・データ入力、整理

・書類の印刷、ファイリング

・電話応対

・契約書などの送付、製本作業



事務作業が中心でマニュアルを見ながら行っていただければ問題ございません。丁寧にサポートいたします。



■キャリア支援

ご希望でしたら社内の他部門や企画、営業、人事などにもチャレンジしていただくことが可能です。



■選考フロー

書類選考→面接（オンライン）→内定



まずはお気軽にご応募ください、お話出来ますこと楽しみにしております。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7691429,企画・事務・管理系
シニアビジネスパートナー (4947),Japan Advanced Semiconductor Manufacturing株式会社,シニアビジネスパートナー,"('熊本県菊池郡菊陽町',)","('年俸 800万円 ～',)","業務内容



（雇入れ時）

タレント戦略とビジネス戦略の整合に責任を持ち、ビジネスのチェンジエージェント/戦略的パートナーとして行動

人材育成と後継者育成に関する戦略的プランニング

人事に関するリーダーシップの指導

綿密な人材データ分析により、組織の効率性と有効性、人材能力を高める



（変更の範囲）

会社の定める業務/全ての業務への配置転換あり",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7451948,企画・事務・管理系
シニアペイロールスペシャリスト (5136),Japan Advanced Semiconductor Manufacturing株式会社,シニアペイロールスペシャリスト,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 1,000万円',)","サマリー

シニア・ペイロール・スペシャリストは、JASMの正社員および海外駐在員の給与計算と社会保険手続きを担当します。この職務には、勤怠管理（T&amp;A）や給与計算システムの実務経験が必要



職務内容

（雇入れ時）



1. JASMの正社員および駐在員の毎月の給与計算と社会保険手続きを管理

2. 給与計算ベンダーと協力して給与計算プロセス

3. 給与計算プロセスの継続的改善

4. T&amp;A システムと給与計算システムを管理し、正確性と法令遵守を確保



（変更の範囲）

会社の定める業務/全ての業務への配置転換あり",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7448075,企画・事務・管理系
月給20万～！休み多くてもしっかり稼げる！未経験可能！データ入力,株式会社SocialQuality,データ入力,"('大阪府大阪市西区阿波座1-10-7-402',)","('月給 20万円 ～ 30万円',)","業務内容 

・パソコン入力

・郵便物の仕分け.発送

・来客者対応



　

☆初めは在籍スタッフと一緒に作業して頂くのでブランクあっても問題なし！安心して働けます！



☆私たちの理念は、共に成長し、スキルアップを促進することです。あなたの才能やアイデアを発揮し、新たなスキルを身につけるためのサポートを約束します。 



※弊社では、社員に優しく働きやすい環境づくりに力を入れていますので、長期で安定して働いていただけます。 

また、有給休暇や長期休暇、公休と合わせて5連休以上も可能です！",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8451195,企画・事務・管理系
【初めてでも大丈夫】CAD事務/一生使えるスキルが身に付く/土日祝休み,合同会社ACM,一般事務,"('福島県会津若松市',)","('月給 23万円 ～ 30万円',)","【仕事概要】

しっかりした研修からスタート！事務とCADのスキルを学んで、図面作成や街づくりを支えるお仕事です。



・ビジネスマナー

・基本的なPCスキル

・CADソフトの基本操作 などを研修で学びます。



【実務内容】

建築図面を作図するCADソフトを使い、PC上で図面を作成したり、修正する業務です。

並行して建築に関する事務などをご担当いただきます。



・構造のモデリング

・設計や建築のトレース

・施工ステップ図の作成

・3Dコンテンツの作成

・図面の修正



土日・祝休み、残業少なめ。無理のないワークスタイル



オフもしっかり満喫できるよう、土日・祝休みの完全週休2日制。

もちろん、季節毎には大型連休あり、プロジェクトの間には1週間程度のリフレッシュ休暇も取得できます。



また独自の勤怠管理システムを導入し、残業時間の大幅カットに成功！オン・オフのメリハリをつけながら長く楽しく働ける環境です。



「CAD」は一度身につければ、将来も役立つスキル！



年齢に関係なく活躍でき、当社では20代・30代を中心に～50代まで幅広い世代の女性スタッフが在籍しています。なかには産休・育休を取得後に復職した先輩も！スキルがあれば社会復帰もスムーズ。キャリアもプライベートもあきらめる必要がありません。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6618182,企画・事務・管理系
【未経験OK】一般事務/簡単なデータ入力など/土日祝休み/マニュアルありで安心,合同会社ACM,一般事務,"('新潟県新発田市',)","('月給 23万円 ～ 30万円',)","【職務内容】

当社では、オフィスワークを中心にご担当いただきます。具体的には、下記の業務を幅広くお任せいたします。



PCによるデータ入力・集計業務：

多種多様なデータを効率的に入力し、必要な情報を的確に集計します。



各種資料作成：

レポートやプレゼンテーションなど、ビジネス上で必要とされる資料を作成します。



伝票整理・経理補助：

会計処理に関わる伝票の整理や経理補助業務を行い、経営のサポートを担当します。



受発注業務のサポート：

商品の受注や発注、在庫管理などの業務をサポートし、スムーズな物流プロセスを確保します。



その他事務サポート業務：

文書管理、電話応対、スケジュール管理など、オフィス内のさまざまな事務業務をサポートします。



〇担当職種

一般事務、人事事務、総務事務、経理事務、受付、データ入力、事務アシスタント、採用アシスタントなど、さまざまな職種をお任せします。



【この仕事の魅力】

当社でのオフィスワークのお仕事は、未経験からスタートしてスキルを身に付け、さらなる成長を実現することができる魅力があります。

また、一つの職種にとどまらず、多様な職種を経験することでオールラウンドに活躍することも可能です。



【未経験でも安心】

もしも事務系のお仕事が未経験で、PCスキルやビジネスマナーに自信がない方でも安心してスタートできます。

当社では、研修やeラーニングのスクール受講などを通じて、あなたに合った研修プログラムをご用意しております。

未経験からスキルを身に付け、確かな成長を遂げていくためのサポートを提供いたします。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6198977,企画・事務・管理系
"Industrial Safety, Environmental Protection Mgr",Japan Advanced Semiconductor Manufacturing株式会社,IndustrialSafetyEnvironmentalProtectionManager4091,"('熊本県菊池郡菊陽町',)","('年俸 1,000万円 ～ 2,000万円',)","Responsibilities

1.Align company ESH practices to TSMC HQs ESH policy and guidelines. 

2.Establish ESH management system and build related policies and procedures.

3.Conduct ESH risk assessments for new manufacturing equipment and facilities. 

4.Assist HR in implementing industrial hygiene programs for occupational disease prevention and health promotion.

5.Conduct and review audits of applicable EHS programs and recommend improvement to address related audit shortcomings to ensure compliance with internal procedures and applicable laws and regulations.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8412444,企画・事務・管理系
HR_Organizational Development (4967),Japan Advanced Semiconductor Manufacturing株式会社,HROrganizationalDevelopment,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)

Designing and implementing a variety of organizaiton developmental initiatives,action plans,programs, and training design.

Contributing to the restructuring of organization to increase efficiency and align activities with stakeholders

Optimizing personnel utilization by increasing cross-functionality and interdepartmental cooperation.

Documenting processes and presenting progress reports to managers.

(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7452835,企画・事務・管理系
セキュリティシニアスペシャリスト (5208),Japan Advanced Semiconductor Manufacturing株式会社,セキュリティシニアスペシャリスト,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","業務内容



（雇入れ時）

・協同組合や地域の要求事項や規制を満たすようなセキュリティ計画や運用を設計、検討、改修、実施

・TSMCの規則と現地の法律との一貫性を確保するため、現地の法執行機関および警備当局とのネットワークを構築し、緊急事態への対応を緊急にサポート

・警備チームを結成し、警備員、警備管理センター、来客応対などの機能を提供

・FAB、FAB周辺、従業員および非従業員のセキュリティに関するセキュリティ情報を収集・分析する。必要に応じて、現地の最高意思決定者にタイムリーに助言

・予算と人員の配分と充当の責任者

・効果的なセキュリティ管理を確実にするため、ベンダーの管理と教育に責任



（変更の範囲）

会社の定める業務/全ての業務への配置転換あり",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7453138,企画・事務・管理系
☆☆『未経験OK・年齢不問』の事務スタッフ☆☆,株式会社おそうじ110番,一般事務,"('兵庫県豊岡市',)","('月給 22万円 ～ 24万円',)","【募集職種】

事務職（経験不問・学歴不問） 



【仕事内容】 

清掃事業部にて一般事務業務を担当します！ 



💻具体的な業務内容 

・取引企業対応

・請求書作成 

・データ入力 

・その他事務作業



どんな人物・能力が求められる❓❓ 

弊社は、採用基準を設けておりません🙅

経験も不問。年齢も不問。

やる気さえあれば入社可能です🔥

まずは、一度採用担当と面談をして頂きます❗️



気になれば、一度弊社の説明会を聞いてみてください🧏



＼経験者・資格等をお持ちの方／ 

能力に応じて役職が決まるので、経験者であれば管理職をお任せします❗️

資格所持制度がございますので、 該当する資格があれば月々の給料UPが可能です❗️



＼未経験者・無資格等をお持ちの方／ 

未経験・無資格だからこそ可能性は無限大！

資格取得支援制度・研修制度が充実しておりますので、管理職や給料をUP目指せます！



＼転職を考えてる方／ 

弊社の離職率は、5.3%❗️❗️

長く腰を据えて働ける環境が整ってます！



🌟応募条件はたったの1つ🌟

・事務業務をやりたい方



【給与】 

月給220,000円～270,000円 

（年齢・経験に応じて決定） 

予定年収：300万円～400万円 



【賞与】 

年2回（6月、12月） 



【昇給】 

年1回（4月） 



まずは、企業説明会を行なっておりますので気になる方は応募ボタンをクリック❗️❗️❗️❗️",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6802002,企画・事務・管理系
【未経験歓迎！】☆嬉しい交通費別途支給☆大東市役所での受付事務（住道駅より徒歩10分）,エイジェック,一般事務,"('大阪府大東市',)","('時給 1,100円 ～ 1,250円',)","大東市役所での受付事務のお仕事です♪



具体的には、

・窓口受付（各種証明書、各種届出）

・各種証明書の作成、交付

・各種届出の入力

・フロア案内

・電話応対

・その他付随業務などをお願いします。



＼おすすめポイント／

☆未経験歓迎

☆事前研修あり

☆土日祝休み

☆残業少なめ

☆PCスキルは基本操作ができればOK



接客など、対人対応の経験が活かせるお仕事です。

マンツーマン指導による研修があるので、未経験でも安心してお仕事スタートできます！



お仕事内容について気になることがあれば、

お気軽にお問い合わせください！",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/4325247,企画・事務・管理系
【週2日～OK！未経験歓迎！】☆交通費支給あり☆大東市役所での受付事務（住道駅徒歩10分）,エイジェック,一般事務,"('大阪府大東市',)","('時給 1,100円 ～ 1,250円',)","大東市役所での受付事務のお仕事です♪



具体的には、

・窓口受付（各種証明書、各種届出）

・各種証明書の作成、交付

・各種届出の入力

・フロア案内

・電話応対

・その他付随業務などをお願いします。



＼おすすめポイント／

☆未経験歓迎

☆事前研修あり

☆土日祝休み

☆残業少なめ

☆PCスキルは基本操作ができればOK



接客など、対人対応の経験が活かせるお仕事です。

マンツーマン指導による研修があるので、未経験でも安心してお仕事スタートできます！



お仕事内容について気になることがあれば、

お気軽にお問い合わせください！",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/4327421,企画・事務・管理系
Assistant/Secretary (5077),Japan Advanced Semiconductor Manufacturing株式会社,AssistantSecretary,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)



Assist managers to arrange and maintain business schedule and meetings

To support projects, budget management and logistic handling

To provide administrative work of related business

To respond internal and external business inquiries

Provide full secretarial assistants (e.g., host Year-End Party, outing… etc.) and ad-hoc tasks such as seats arrangement, conference room arrangement, and negotiation etc.

Assist President Secretary 

Translation and interpretation

(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7451361,企画・事務・管理系
Cash Management Specialist,Japan Advanced Semiconductor Manufacturing株式会社,CashManagementSpecialist,"('熊本県菊池郡菊陽町',)","('年俸 600万円 ～ 800万円',)","Responsibilities



（Immediately after hiring)



The candidate will be responsible for cash management under the finance director/manager with responsibilities including:



・Responsible for timely managing payments and collections

・Perform cash management functions and maintain records of transactions

・Manage and maintain bank accounts for daily and monthly bank reconciliation

・Handle banking related activities (e.g. bank account opening, loan facility application, etc.)

・Conduct closing activities (monthly, quarterly and annual) and prepare management reports

・Ensure full compliance on company policies regarding cash management processes.



(Scope of change)

There is a reassignment to the work specified by the Company.",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/4501165,企画・事務・管理系
［愛媛勤務］法務；7476,株式会社デルタエンジニアリング　関西営業所,法務,"('愛媛県新居浜市',)","('年俸 350万円 ～ 450万円',)","法務課の社員として業務をお任せします。

コンプライアンス対応・法務文書作成・顧問弁護士への相談などをお任せします。

法務の業務未経験者でも応募可能です。



【具体的には】

・コンプライアンス対応

・法務文書作成

・顧問弁護士への相談

などをお任せします。



未経験者の方はもちろん、経験者の方にも、

いきなり全てをお任せするわけではなく、

1つずつ業務をお任せしますので、ご安心ください。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/1139327,企画・事務・管理系
【SNS広告担当】未経験OK！！,株式会社Senjin Holdings,webマーケティング,"('東京都千代田区',)","('月給 26万5,000円 ～ 58万5,000円',)","オンライン広告の世界で成果を上げるネット広告担当者を募集しています。このポジションでは、効果的なデジタル広告戦略の立案と実行が求められます。



▼ネット広告担当者の場合・・・



・オンライン広告キャンペーンの企画、実施、分析。

・デジタル広告のROIを最大化する戦略の策定。

・ターゲットオーディエンスへの効果的な広告配信。

・各種プラットフォームでの広告パフォーマンスのモニタリング。",https://en-gage.net/user/search/?area=0&job=150000&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8564044,企画・事務・管理系
